id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight	score<Perc AH pubs>	score<Perc DH pubs>	score<Perc DH pubs level 1>	score<Perc DH pubs level 2>	score<Perc DH pubs level 3>	description
5525363	29	-0.7029	-0.1355	1	2696	6.2936	22619	0.0001326319	0	0	0	0	<td>Multiple Sclerosis Journal;Journal of Neuroimmunology;Journal of the Neurological Sciences;Journal of Neurology;Reactions Weekly</td>
5890904	30	-0.5432	0.3635	3	2613	4.9856	22457	0.002181948	0	0	0	0	<td>Tobacco Control;Nicotine & Tobacco Research;Addiction;Addictive Behaviors;American Journal of Public Health</td>
2198731	31	1.3491	-0.1609	4	972	5.7395	22433	8.915437E-05	0	0	0	0	<td>Physical Review C;Nuclear Physics A;Journal of Physics Conference Series;The European Physical Journal A;International Journal of Modern Physics E</td>
1948129	32	-0.264	-0.0882	1	3800	9.499	22316	0.002195734	0.0004032981	4.48109E-05	0.0003584872	0	<td>Bioinformatics;BMC Bioinformatics;Nucleic Acids Research;PLoS ONE;BMC Systems Biology</td>
3637520	33	-0.7361	-0.2738	1	2768	9.2783	22258	0	0	0	0	0	<td>Journal of Clinical Oncology;Reactions Weekly;Annals of Oncology;British Journal of Cancer;Cancer Chemotherapy and Pharmacology</td>
4241023	34	-0.498	-0.251	5	2589	5.6153	22099	0.0002715055	0	0	0	0	<td>Antimicrobial Agents and Chemotherapy;Journal of Antimicrobial Chemotherapy;International Journal of Antimicrobial Agents;Journal of Clinical Microbiology;Diagnostic Microbiology and Infectious Disease</td>
8616739	35	-0.4181	-0.1623	5	2910	4.9603	22076	0.0001358942	0	0	0	0	<td>Journal of Medical Entomology;Journal of Virology;PLoS Neglected Tropical Diseases;Emerging Infectious Diseases;PLoS ONE</td>
5876380	36	-0.6468	0.2041	1	2689	6.4106	22053	0.0005441437	0	0	0	0	<td>International Journal of Obesity;Obesity;BMC Public Health;Diabetes Care;Pediatric Obesity</td>
744958	37	-0.1674	-0.2921	5	2425	9.6013	22045	0	0	0	0	0	<td>Plant Physiology;Journal of Experimental Botany;Journal of Plant Physiology;Frontiers in Plant Science;Acta Physiologiae Plantarum</td>
5071396	38	-0.7535	-0.0874	1	2563	5.1295	21786	0.0007803176	0	0	0	0	<td>Vaccine;International Journal of Cancer;Journal of Lower Genital Tract Disease;Gynecologic Oncology;PLoS ONE</td>
1016692	39	-0.0617	-0.1855	5	2921	10.9047	21670	0.000553761	0	0	0	0	<td>Applied and Environmental Microbiology;PLoS ONE;Environmental Microbiology;FEMS Microbiology Ecology;The ISME Journal</td>
5236163	40	1.4761	0.1267	4	772	7.7331	21458	0.001025259	0	0	0	0	<td>Physical Review D;Journal of Cosmology and Astroparticle Physics;Physics Letters B;Classical and Quantum Gravity;Astrophysics and Space Science</td>
6037239	41	-0.4144	-0.3043	1	3512	9.2208	21384	4.676394E-05	0	0	0	0	<td>Proteomics;Journal of Proteome Research;Molecular & Cellular Proteomics;Analytical Chemistry;Journal of The American Society for Mass Spectrometry</td>
2009585	42	0.0074	-0.3553	6	2375	5.0956	21368	0	0	0	0	0	<td>Bioresource Technology;Applied Biochemistry and Biotechnology;Biotechnology for Biofuels;Industrial Crops and Products;Applied Microbiology and Biotechnology</td>
9220364	43	-0.0797	0.8344	3	2065	7.8574	21350	0.1056674	4.683841E-05	0	4.683841E-05	0	<td>Journal of Business Ethics;Journal of Cleaner Production;Business Strategy and the Environment;Corporate Social Responsibility and Environmental Management;Social Responsibility Journal</td>
4864301	44	1.4444	0.0643	4	701	4.9304	21295	0.0004695938	0	0	0	0	<td>Physical Review D;Journal of High Energy Physics;Physics Letters B;The European Physical Journal C;Journal of Physics Conference Series</td>
2591594	45	-0.3822	-0.1293	5	3466	11.909	21273	0.0005640953	4.700794E-05	0	4.700794E-05	0	<td>Bioinformatics;PLoS ONE;BMC Genomics;BMC Bioinformatics;Nucleic Acids Research</td>
4008687	46	-0.7098	-0.2462	1	2770	7.4396	21270	0.0001880583	0	0	0	0	<td>Breast Cancer Research and Treatment;Journal of Clinical Oncology;Annals of Oncology;Breast Cancer Research;Clinical Breast Cancer</td>
338017	47	-0.5474	0.399	3	2509	6.4454	21201	0.001698033	0	0	0	0	<td>Medicine & Science in Sports & Exercise;Preventive Medicine;BMC Public Health;International Journal of Behavioral Nutrition and Physical Activity;American Journal of Preventive Medicine</td>
2204837	48	0.3182	0.4155	3	2610	5.9456	21125	0.003550296	4.733728E-05	0	4.733728E-05	0	<td>Energy Policy;Renewable and Sustainable Energy Reviews;Renewable Energy;Energy;Applied Energy</td>
7526628	49	1.248	-0.141	2	1074	7.4692	21110	4.737092E-05	0	0	0	0	<td>Physical Review A;Physical Review Letters;Journal of Physics B Atomic Molecular and Optical Physics;Physical Review B;New Journal of Physics</td>
4424731	50	-0.6253	-0.1419	1	2707	5.2124	20984	4.765536E-05	0	0	0	0	<td>Diabetes Care;Diabetes Obesity and Metabolism;Diabetes Research and Clinical Practice;Diabetic Medicine;Current Medical Research and Opinion</td>
5759630	51	0.9638	-0.4111	2	1537	4.5013	20878	9.579462E-05	0	0	0	0	<td>Journal of Power Sources;International Journal of Hydrogen Energy;Solid State Ionics;Ceramics International;Journal of Alloys and Compounds</td>
7526933	52	0.0489	0.1672	5	2496	6.9067	20674	0.002515237	0	0	0	0	<td>Marine Policy;Coral Reefs;PLoS ONE;Ocean & Coastal Management;Fisheries Research</td>
5372498	53	1.1101	-0.4136	2	1347	5.9336	20418	0.0001959056	0	0	0	0	<td>Ferroelectrics;Journal of Applied Physics;Applied Physics Letters;Journal of the American Ceramic Society;Ceramics International</td>
13848619	54	-0.7434	-0.2897	1	2608	6.9899	20367	9.819806E-05	0	0	0	0	<td>Lung Cancer;Journal of Thoracic Oncology;Journal of Clinical Oncology;Clinical Cancer Research;Clinical Lung Cancer</td>
7053562	55	-0.6341	0.4791	3	1974	5.2837	20341	0.01504351	0	0	0	0	<td>Journal of Palliative Medicine;Journal of Pain and Symptom Management;Palliative Medicine;American Journal of Hospice and Palliative Medicine®;International Journal of Palliative Nursing</td>
5315089	56	-0.615	0.2952	3	2232	4.9556	20190	0.002724121	0	0	0	0	<td>JAIDS Journal of Acquired Immune Deficiency Syndromes;AIDS Care;AIDS;PLoS ONE;AIDS and Behavior</td>
90317	57	-0.5258	0.3982	3	2610	5.9931	20002	0.0149985	9.999E-05	0	9.999E-05	0	<td>Journal of Autism and Developmental Disorders;Research in Autism Spectrum Disorders;Autism;Autism Research;Research in Developmental Disabilities</td>
1060577	58	0.5731	-0.3895	2	3062	8.526	19991	0.0002501126	0	0	0	0	<td>The Journal of Physical Chemistry C;ACS Nano;Langmuir;Nanotechnology;ACS Applied Materials & Interfaces</td>
4867236	59	0.7494	-0.482	2	1822	5.5178	19909	0	0	0	0	0	<td>Electrochimica Acta;Journal of Power Sources;International Journal of Hydrogen Energy;The Journal of Physical Chemistry C;Journal of Electroanalytical Chemistry</td>
781738	60	0.0127	0.795	3	1868	8.4067	19674	0.009301617	0.0003557995	5.08285E-05	0.000304971	0	<td>Computers in Human Behavior;Information & Management;Journal of Business Research;Internet Research;Journal of Retailing and Consumer Services</td>
4011394	61	-0.1637	-0.2397	5	2085	7.885	19493	0.0004104037	0	0	0	0	<td>Theoretical and Applied Genetics;Euphytica;Molecular Breeding;PLoS ONE;Plant Breeding</td>
1050608	62	0.5786	-0.2143	2	2194	4.4125	19472	0	0	0	0	0	<td>Fuel;Energy Conversion and Management;SAE International Journal of Engines;Energy;Energy & Fuels</td>
698256	63	-0.4824	0.366	3	2507	5.3768	19438	0.004167095	5.144562E-05	5.144562E-05	0	0	<td>Appetite;Public Health Nutrition;Journal of the Academy of Nutrition and Dietetics;Journal of Nutrition Education and Behavior;American Journal of Clinical Nutrition</td>
1368837	64	0.9306	-0.3445	2	2196	6.4064	19338	5.171166E-05	0	0	0	0	<td>Physical Review B;Applied Physics Letters;Carbon;Nanotechnology;Chemical Physics Letters</td>
5387992	65	0.1312	-0.0791	5	1844	6.2265	19260	0.0006749741	0	0	0	0	<td>Soil Biology and Biochemistry;Geoderma;Plant and Soil;Soil and Tillage Research;Applied Soil Ecology</td>
7531057	66	1.145	-0.308	2	1269	6.2154	19240	5.197505E-05	0	0	0	0	<td>Physical Review B;Journal of Applied Physics;Applied Physics Letters;IEEE Transactions on Magnetics;Journal of Magnetism and Magnetic Materials</td>
3973405	67	-0.6075	0.3384	3	2217	5.8353	19111	0.003401183	0	0	0	0	<td>BMJ Quality & Safety;The Joint Commission Journal on Quality and Patient Safety;Journal of Patient Safety;Proceedings of the Human Factors and Ergonomics Society Annual Meeting;International Journal for Quality in Health Care</td>
1036490	68	0.1835	-0.4251	6	2898	6.3649	19070	0	0	0	0	0	<td>Electroanalysis;Sensors and Actuators B Chemical;Biosensors and Bioelectronics;Electrochimica Acta;Journal of Electroanalytical Chemistry</td>
1723633	69	0.7603	-0.4944	2	2142	7.1511	19039	5.252377E-05	0	0	0	0	<td>Applied Catalysis A General;The Journal of Physical Chemistry C;Catalysis Today;Applied Catalysis B Environmental;Journal of Catalysis</td>
3728336	70	-0.6636	-0.1692	1	2675	4.9655	18984	0.0004214075	0	0	0	0	<td>The Journal of Steroid Biochemistry and Molecular Biology;PLoS ONE;American Journal of Clinical Nutrition;Osteoporosis International;Nutrients</td>
2910554	71	-0.7082	-0.2188	1	2753	6.9811	18936	0.0001584284	0	0	0	0	<td>Stem Cells and Development;Stem Cells;PLoS ONE;Cytotherapy;Cell Transplantation</td>
1907574	72	-0.384	0.388	3	2885	9.4093	18761	0.006129737	0	0	0	0	<td>NeuroImage;Human Brain Mapping;PLoS ONE;Journal of Neuroscience;Cerebral Cortex</td>
2750927	73	0.229	0.1775	5	2641	5.6251	18756	0.007091064	0	0	0	0	<td>International Journal of Climatology;Journal of Hydrology;Theoretical and Applied Climatology;Journal of Climate;Climatic Change</td>
2717383	74	0.4247	-0.0404	5	2172	4.4629	18745	0.0003200854	0	0	0	0	<td>Atmospheric Environment;Atmospheric Chemistry and Physics;Atmospheric Chemistry and Physics Discussions;The Science of The Total Environment;Journal of the Air & Waste Management Association</td>
3343001	75	1.1074	-0.1511	2	1580	6.6648	18725	0.001281709	0	0	0	0	<td>Optics Express;Applied Physics Letters;Physical Review B;IEEE Transactions on Antennas and Propagation;Microwave and Optical Technology Letters</td>
7527600	76	-0.5928	-0.0565	1	3046	7.1574	18632	0.0002683555	0	0	0	0	<td>PLoS ONE;Genetic Epidemiology;The American Journal of Human Genetics;BMC Proceedings;Diabetes</td>
3637642	77	1.0196	0.3132	4	1297	8.1672	18534	5.395489E-05	0	0	0	0	<td>IEEE Transactions on Automatic Control;Automatica;Neurocomputing;Journal of the Franklin Institute;IET Control Theory and Applications</td>
1118959	78	-0.6798	0.0233	1	2668	5.4973	18482	0.0001623201	0	0	0	0	<td>Journal of Hypertension;Journal of Clinical Hypertension;Hypertension;American Journal of Hypertension;Journal of Human Hypertension</td>
5584666	79	-0.033	0.8744	3	1915	10.3725	18455	0.003088594	5.418586E-05	0	5.418586E-05	0	<td>Strategic Management Journal;Journal of Product Innovation Management;Industrial Marketing Management;Journal of Business Research;Research Policy</td>
1587914	80	-0.2228	-0.3052	5	2334	6.656	18428	0.000217061	0	0	0	0	<td>Plant Physiology;The Plant Cell;The Plant Journal;Journal of Experimental Botany;Plant Signaling & Behavior</td>
397121	81	0.5809	0.4307	4	3169	8.7725	18395	0.007828214	0.003098668	0.0004349008	0.002663767	0	<td>Physical Review E;Physica A Statistical Mechanics and its Applications;PLoS ONE;Scientific Reports;EPL (Europhysics Letters)</td>
6475853	82	0.365	-0.5029	2	2419	7.5857	18394	0	0	0	0	0	<td>Macromolecules;Journal of Polymer Science Part A Polymer Chemistry;Polymer;Macromolecular Rapid Communications;Macromolecular Chemistry and Physics</td>
2291549	83	0.1616	0.6162	3	1937	4.4206	18384	0.003263708	5.439512E-05	0	5.439512E-05	0	<td>Transportation Research Record Journal of the Transportation Research Board;Transportation Research Part A Policy and Practice;Journal of Transport Geography;Transport Policy;Transportation Research Part B Methodological</td>
3797880	84	-0.5224	0.484	3	2491	5.3609	18377	0.004407683	0	0	0	0	<td>The Lancet;Health Policy and Planning;PLoS ONE;BMC Pregnancy and Childbirth;International Journal of Gynecology & Obstetrics</td>
5959503	85	0.7299	-0.429	2	2756	6.6107	18347	0	0	0	0	0	<td>The Journal of Physical Chemistry C;ACS Nano;Applied Physics Letters;Nano Letters;Journal of the American Chemical Society</td>
2079727	86	-0.6749	-0.0298	1	2474	4.9943	18222	0	0	0	0	0	<td>Journal of Asthma;Journal of Allergy and Clinical Immunology;Annals of Allergy Asthma & Immunology;Respiratory Medicine;CHEST Journal</td>
5509458	87	-0.6168	-0.1926	1	2815	5.5322	18209	0.006040969	0	0	0	0	<td>Stem Cells;PLoS ONE;Cell Stem Cell;Stem Cells and Development;Stem Cell Research</td>
2140733	88	0.7225	-0.3771	2	1982	4.0351	18199	5.494808E-05	0	0	0	0	<td>Journal of Power Sources;International Journal of Hydrogen Energy;Journal of Membrane Science;Electrochimica Acta;Fuel Cells</td>
4665406	89	-0.6777	-0.1981	1	2783	6.26	18148	0.00022041	0	0	0	0	<td>Journal of Neuro-Oncology;Neuro-Oncology;Journal of Neurosurgery;Neurosurgery;Journal of Clinical Oncology</td>
6877490	90	0.4686	-0.5476	6	1918	5.6958	18063	0	0	0	0	0	<td>Applied Physics Letters;Organic Electronics;Synthetic Metals;Journal of Applied Physics;Dyes and Pigments</td>
1577788	91	-0.5725	0.5106	3	2164	4.932	18004	0.005165519	0	0	0	0	<td>International Journal of Eating Disorders;European Eating Disorders Review;Body Image;Eating Behaviors;Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity</td>
781843	92	0.6474	0.0292	5	1661	4.5813	17948	0.0005571651	0	0	0	0	<td>Atmospheric Chemistry and Physics;Atmospheric Chemistry and Physics Discussions;Atmospheric Measurement Techniques Discussions;Journal of the Atmospheric Sciences;Journal of Geophysical Research Atmospheres</td>
993252	93	-0.9299	-0.0733	1	1515	4.3099	17894	0	0	0	0	0	<td>The Annals of Thoracic Surgery;Journal of Thoracic and Cardiovascular Surgery;European Journal of Cardio-thoracic Surgery;Catheterization and Cardiovascular Interventions;Journal of the American College of Cardiology</td>
5413111	94	-0.862	0.0088	1	2062	5.1683	17876	0	0	0	0	0	<td>The American Journal of Cardiology;American Heart Journal;Catheterization and Cardiovascular Interventions;Journal of the American College of Cardiology;International Journal of Cardiology</td>
181659	95	-0.0782	0.4364	5	2185	8.2004	17829	0.01166639	0	0	0	0	<td>Conservation Biology;Biological Conservation;Biodiversity and Conservation;Forest Policy and Economics;PLoS ONE</td>
1441800	96	-0.7847	-0.1453	1	2356	5.5827	17827	0.0007853257	0	0	0	0	<td>Head & Neck;Oral Oncology;International Journal of Radiation Oncology • Biology • Physics;The Laryngoscope;European Archives of Oto-Rhino-Laryngology</td>
5182398	97	-0.5411	0.1799	3	2868	5.4271	17811	0.004379316	0.0001122902	0.0001122902	0	0	<td>Journal of Alzheimer s Disease;Neurobiology of Aging;Alzheimer s & Dementia;NeuroImage;International Journal of Geriatric Psychiatry</td>
6440769	98	0.5516	-0.5185	6	2586	14.9451	17780	0.0002812149	0	0	0	0	<td>The Journal of Chemical Physics;Journal of Chemical Theory and Computation;The Journal of Physical Chemistry A;Chemical Physics Letters;Journal of Computational Chemistry</td>
4253006	99	0.3232	0.0664	5	1619	7.4646	17671	0.2424311	0	0	0	0	<td>Quaternary Science Reviews;Palaeogeography Palaeoclimatology Palaeoecology;Paleoceanography;Quaternary International;Earth and Planetary Science Letters</td>
8043608	100	-0.0221	0.9835	3	1136	6.7478	17631	0.01712892	0	0	0	0	<td>Journal of Corporate Finance;Journal of Financial Economics;Corporate Governance An International Review;Journal of Banking & Finance;Family Business Review</td>
1960860	101	0.0637	-0.2377	5	2261	5.8299	17601	0.0001136299	0	0	0	0	<td>Chemosphere;Environmental Science and Pollution Research;International Journal of Phytoremediation;Environmental Pollution;Plant and Soil</td>
5735973	102	-0.2484	0.5481	3	3242	5.7102	17591	0.02632028	0.00164857	0.0003979308	0.00125064	0	<td>Scientometrics;Journal of the Association for Information Science and Technology;Journal of Informetrics;PLoS ONE;Nature</td>
7970902	103	-0.7739	-0.0626	1	2170	3.8317	17559	0.0002278034	0	0	0	0	<td>The Journal of Urology;International Journal of Radiation Oncology • Biology • Physics;European Urology;Urology;BJU International</td>
6425119	104	-0.3072	-0.3682	6	2812	7.6216	17545	0.0003419778	0	0	0	0	<td>Journal of Essential Oil Research;Journal of Essential Oil Bearing Plants;Industrial Crops and Products;Flavour and Fragrance Journal;Natural Product Research</td>
6447104	105	0.3981	-0.5158	6	2431	7.1004	17542	0	0	0	0	0	<td>The Journal of Physical Chemistry B;Journal of Chemical & Engineering Data;Journal of Molecular Liquids;Fluid Phase Equilibria;ChemInform</td>
3932466	106	0.9797	-0.1644	2	1299	3.8264	17524	0.0001141292	0	0	0	0	<td>Science and Technology of Welding & Joining;Journal of Materials Processing Technology;The International Journal of Advanced Manufacturing Technology;Materials & Design;Materials Science and Engineering A</td>
8963308	107	-0.7548	0.0468	1	2210	4.4845	17506	0	0	0	0	0	<td>The Journal of Arthroplasty;Clinical Orthopaedics and Related Research®;The Journal of Bone and Joint Surgery (American);Knee Surgery, Sports Traumatology, Arthroscopy;The Knee</td>
2665454	108	-0.7054	-0.1197	1	2629	5.4394	17448	0.0001146263	0	0	0	0	<td>The American Journal of Cardiology;Atherosclerosis;Journal of the American College of Cardiology;Circulation;International Journal of Cardiology</td>
6424964	109	-0.296	-0.3687	6	3069	10.652	17427	0.0001147644	0	0	0	0	<td>Journal of Agricultural and Food Chemistry;Food Chemistry;Food Research International;Journal of the Science of Food and Agriculture;Journal of Food Science</td>
2140615	110	-0.088	-0.2009	5	2899	4.3846	17405	0.0002872738	0	0	0	0	<td>Chemosphere;Environmental Science & Technology;The Science of The Total Environment;Environmental Pollution;Environment International</td>
3463240	111	0.1302	-0.2896	2	2635	4.8011	17322	0.0001154601	0	0	0	0	<td>Journal of Materials Science: Materials in Medicine;Materials Science and Engineering C;Biomaterials;Ceramics International;Journal of Biomedical Materials Research Part A</td>
6484178	112	0.8656	-0.406	2	1919	4.8548	17297	0	0	0	0	0	<td>Sensors and Actuators B Chemical;Thin Solid Films;Materials Letters;Applied Surface Science;Journal of Alloys and Compounds</td>
3660067	113	0.7877	0.4258	4	1748	7.3448	17273	0.001331558	0	0	0	0	<td>International Journal of Distributed Sensor Networks;Sensors;Wireless Personal Communications;Ad Hoc Networks;Applied Mechanics and Materials</td>
3178866	114	-0.5855	0.3989	3	2453	5.042	17271	0.005211047	0.0001158011	0.0001158011	0	0	<td>International Journal of Geriatric Psychiatry;International Psychogeriatrics;Dementia;Aging & Mental Health;American Journal of Alzheimer s Disease & Other Dementias®</td>
6093309	115	-0.0045	-0.686	6	1683	10.6859	17249	0.0001159488	0	0	0	0	<td>ChemInform;Organic Letters;Angewandte Chemie;Angewandte Chemie International Edition;Tetrahedron Letters</td>
40070	116	-0.6237	0.0958	1	2403	4.9962	17232	0.002437326	0	0	0	0	<td>Movement Disorders;Parkinsonism & Related Disorders;Journal of Neurology;Journal of Neurology Neurosurgery & Psychiatry;Journal of the Neurological Sciences</td>
3088226	117	-0.6798	0.068	1	2478	5.1581	17129	0.0001751416	0	0	0	0	<td>Reactions Weekly;Journal of Clinical Psychopharmacology;Schizophrenia Research;Psychiatric Services;American Journal of Psychiatry</td>
5342896	118	0.7915	-0.3439	2	2123	6.1461	17070	0	0	0	0	0	<td>Carbon;Composites Science and Technology;Journal of Applied Polymer Science;Polymer;Composites Part A Applied Science and Manufacturing</td>
2490237	119	-0.5922	-0.3177	1	2585	6.185	17062	0	0	0	0	0	<td>Journal of Biological Chemistry;Molecular and Cellular Biology;Molecular Cell;Nucleic Acids Research;PLoS ONE</td>
7526902	120	-0.6336	-0.2131	1	3023	7.2419	17034	0.0007631795	0	0	0	0	<td>PLoS ONE;Epigenetics;Nucleic Acids Research;Epigenomics;Oncotarget</td>
7089487	121	-0.7469	-0.0316	1	2317	5.3816	16983	0	0	0	0	0	<td>Infection Control and Hospital Epidemiology;American Journal of Infection Control;Journal of Hospital Infection;Critical Care Medicine;Clinical Infectious Diseases</td>
2110945	122	-0.655	-0.196	1	2280	3.2039	16971	0.0006481645	0	0	0	0	<td>Hepatology;Journal of Medical Virology;Journal of Hepatology;Journal of Viral Hepatitis;Journal of Virology</td>
791315	123	0.7684	-0.4458	2	1629	4.6904	16918	0	0	0	0	0	<td>International Journal of Hydrogen Energy;Applied Catalysis A General;Catalysis Today;Catalysis Letters;Journal of Catalysis</td>
3655465	124	-0.1964	-0.0309	1	3238	4.9402	16917	0.0006502335	0	0	0	0	<td>Atmospheric Environment;Environmental Health Perspectives;The Science of The Total Environment;Inhalation Toxicology;Environmental Research</td>
2544135	125	1.1762	-0.0262	2	898	3.044	16916	0.0001182313	0	0	0	0	<td>The Astrophysical Journal;Astronomy and Astrophysics;Solar Physics;Advances in Space Research;The Astrophysical Journal Letters</td>
6880310	126	0.969	-0.2679	2	1870	5.6468	16882	0	0	0	0	0	<td>Optics Express;Applied Physics Letters;Physical Review B;Optics Letters;Plasmonics</td>
