nsd_id	title	year	pubs
339933	Journal of Community and Applied Social Psychology	2005	175
339933	Journal of Community and Applied Social Psychology	2006	56
339933	Journal of Community and Applied Social Psychology	2007	268
339933	Journal of Community and Applied Social Psychology	2008	56
339933	Journal of Community and Applied Social Psychology	2009	37
339933	Journal of Community and Applied Social Psychology	2010	14
339933	Journal of Community and Applied Social Psychology	2018	1
339943	Psychology and Health	2003	56
339943	Psychology and Health	2004	557
339943	Psychology and Health	2005	212
339943	Psychology and Health	2006	205
339943	Psychology and Health	2007	841
339943	Psychology and Health	2008	153
339943	Psychology and Health	2009	61
339943	Psychology and Health	2010	58
339943	Psychology and Health	2011	171
339943	Psychology and Health	2012	80
339943	Psychology and Health	2013	87
339943	Psychology and Health	2014	111
339943	Psychology and Health	2015	84
339943	Psychology and Health	2016	75
339943	Psychology and Health	2017	110
339943	Psychology and Health	2018	60
339944	Beta	2016	10
339944	Beta	2017	10
339944	Beta	2018	12
339954	Comparative Political Studies	2003	2022
339954	Comparative Political Studies	2004	745
339954	Comparative Political Studies	2005	74
339954	Comparative Political Studies	2006	79
339954	Comparative Political Studies	2007	850
339954	Comparative Political Studies	2008	76
339954	Comparative Political Studies	2009	74
339954	Comparative Political Studies	2010	90
339954	Comparative Political Studies	2011	100
339954	Comparative Political Studies	2012	111
339954	Comparative Political Studies	2013	79
339954	Comparative Political Studies	2014	44
339954	Comparative Political Studies	2015	63
339954	Comparative Political Studies	2016	88
339954	Comparative Political Studies	2017	335
339954	Comparative Political Studies	2018	59
339957	Language Learning	2004	1
339957	Language Learning	2006	14
339957	Language Learning	2008	55
339957	Language Learning	2009	60
339957	Language Learning	2010	20
339958	Journal of Finance	2007	18
339958	Journal of Finance	2016	12
339958	Journal of Finance	2017	4
339958	Journal of Finance	2018	42
339997	Heimen - Lokal og regional historie	2016	35
339997	Heimen - Lokal og regional historie	2017	36
339997	Heimen - Lokal og regional historie	2018	36
339998	System Dynamics Review	2002	633
339998	System Dynamics Review	2003	27
339998	System Dynamics Review	2004	23
339998	System Dynamics Review	2005	70
339998	System Dynamics Review	2006	18
339998	System Dynamics Review	2007	297
339998	System Dynamics Review	2008	31
339998	System Dynamics Review	2009	17
339998	System Dynamics Review	2018	8
340010	Norsk Antropologisk Tidsskrift	2016	21
340010	Norsk Antropologisk Tidsskrift	2017	25
340010	Norsk Antropologisk Tidsskrift	2018	33
340022	International Journal of the History of Sport	2004	622
340022	International Journal of the History of Sport	2005	157
340022	International Journal of the History of Sport	2006	275
340022	International Journal of the History of Sport	2007	852
340022	International Journal of the History of Sport	2008	111
340022	International Journal of the History of Sport	2009	152
340022	International Journal of the History of Sport	2010	167
340022	International Journal of the History of Sport	2011	169
340022	International Journal of the History of Sport	2012	213
340022	International Journal of the History of Sport	2013	187
340022	International Journal of the History of Sport	2014	227
340022	International Journal of the History of Sport	2015	145
340022	International Journal of the History of Sport	2016	114
340022	International Journal of the History of Sport	2017	175
340022	International Journal of the History of Sport	2018	100
340024	European Journal of Teacher Education	2002	1556
340024	European Journal of Teacher Education	2003	483
340024	European Journal of Teacher Education	2004	307
340024	European Journal of Teacher Education	2005	162
340024	European Journal of Teacher Education	2006	265
340024	European Journal of Teacher Education	2007	193
340024	European Journal of Teacher Education	2008	29
340024	European Journal of Teacher Education	2009	36
340024	European Journal of Teacher Education	2010	95
340024	European Journal of Teacher Education	2011	390
340024	European Journal of Teacher Education	2012	47
340024	European Journal of Teacher Education	2013	35
340024	European Journal of Teacher Education	2014	36
340024	European Journal of Teacher Education	2015	27
340024	European Journal of Teacher Education	2016	58
340024	European Journal of Teacher Education	2017	51
340024	European Journal of Teacher Education	2018	58
340032	European Journal of Special Needs Education	2002	2750
340032	European Journal of Special Needs Education	2003	420
340032	European Journal of Special Needs Education	2004	626
340032	European Journal of Special Needs Education	2005	55
340032	European Journal of Special Needs Education	2006	177
340032	European Journal of Special Needs Education	2007	343
340032	European Journal of Special Needs Education	2008	39
340032	European Journal of Special Needs Education	2009	42
340032	European Journal of Special Needs Education	2010	45
340032	European Journal of Special Needs Education	2011	217
340032	European Journal of Special Needs Education	2012	50
340032	European Journal of Special Needs Education	2013	57
340032	European Journal of Special Needs Education	2014	63
340032	European Journal of Special Needs Education	2015	44
340032	European Journal of Special Needs Education	2016	68
340032	European Journal of Special Needs Education	2017	67
340032	European Journal of Special Needs Education	2018	45
340042	Small Business Economics	2004	156
340042	Small Business Economics	2005	210
340042	Small Business Economics	2006	85
340042	Small Business Economics	2007	81
340042	Small Business Economics	2008	76
340042	Small Business Economics	2009	92
340042	Small Business Economics	2010	54
340042	Small Business Economics	2011	104
340042	Small Business Economics	2012	55
340042	Small Business Economics	2013	71
340042	Small Business Economics	2014	90
340042	Small Business Economics	2015	77
340042	Small Business Economics	2016	124
340042	Small Business Economics	2017	151
340042	Small Business Economics	2018	149
340048	Journal of Research in Science Teaching	2002	1627
340048	Journal of Research in Science Teaching	2003	61
340048	Journal of Research in Science Teaching	2004	212
340048	Journal of Research in Science Teaching	2005	54
340048	Journal of Research in Science Teaching	2006	2577
340048	Journal of Research in Science Teaching	2007	73
340048	Journal of Research in Science Teaching	2008	43
340048	Journal of Research in Science Teaching	2009	82
340048	Journal of Research in Science Teaching	2010	39
340048	Journal of Research in Science Teaching	2018	10
340057	East European Politics and Societies	2003	513
340057	East European Politics and Societies	2004	258
340057	East European Politics and Societies	2005	45
340057	East European Politics and Societies	2006	23
340057	East European Politics and Societies	2007	490
340057	East European Politics and Societies	2008	41
340057	East European Politics and Societies	2009	36
340057	East European Politics and Societies	2010	25
340057	East European Politics and Societies	2011	60
340057	East European Politics and Societies	2012	35
340057	East European Politics and Societies	2013	41
340057	East European Politics and Societies	2014	45
340057	East European Politics and Societies	2015	67
340057	East European Politics and Societies	2016	28
340057	East European Politics and Societies	2017	25
340057	East European Politics and Societies	2018	85
340069	Humor: An International Journal of Humor Research	2006	132
340069	Humor: An International Journal of Humor Research	2007	22
340069	Humor: An International Journal of Humor Research	2008	43
340069	Humor: An International Journal of Humor Research	2009	510
340069	Humor: An International Journal of Humor Research	2010	30
340069	Humor: An International Journal of Humor Research	2011	29
340069	Humor: An International Journal of Humor Research	2013	72
340069	Humor: An International Journal of Humor Research	2014	111
340069	Humor: An International Journal of Humor Research	2015	184
340069	Humor: An International Journal of Humor Research	2016	109
340069	Humor: An International Journal of Humor Research	2017	66
340069	Humor: An International Journal of Humor Research	2018	90
340079	Health Education Research	2002	17
340079	Health Education Research	2004	21
340079	Health Education Research	2005	67
340079	Health Education Research	2006	143
340079	Health Education Research	2007	932
340079	Health Education Research	2008	81
340079	Health Education Research	2009	68
340079	Health Education Research	2010	82
340079	Health Education Research	2011	125
340079	Health Education Research	2012	117
340079	Health Education Research	2013	106
340079	Health Education Research	2014	124
340079	Health Education Research	2015	97
340079	Health Education Research	2016	174
340079	Health Education Research	2017	61
340079	Health Education Research	2018	59
340096	The Journal of Legislative Studies	2004	74
340096	The Journal of Legislative Studies	2005	112
340096	The Journal of Legislative Studies	2006	150
340096	The Journal of Legislative Studies	2007	43
340096	The Journal of Legislative Studies	2008	28
340096	The Journal of Legislative Studies	2009	31
340096	The Journal of Legislative Studies	2010	108
340096	The Journal of Legislative Studies	2011	298
340096	The Journal of Legislative Studies	2012	54
340096	The Journal of Legislative Studies	2013	41
340096	The Journal of Legislative Studies	2014	63
340096	The Journal of Legislative Studies	2015	31
340096	The Journal of Legislative Studies	2016	28
340096	The Journal of Legislative Studies	2017	31
340096	The Journal of Legislative Studies	2018	41
340099	Journal of Teacher Education	2003	1203
340099	Journal of Teacher Education	2004	210
340099	Journal of Teacher Education	2005	63
340099	Journal of Teacher Education	2006	44
340099	Journal of Teacher Education	2007	2134
340099	Journal of Teacher Education	2008	3349
340099	Journal of Teacher Education	2009	62
340099	Journal of Teacher Education	2010	23
340099	Journal of Teacher Education	2011	44
340099	Journal of Teacher Education	2012	44
340099	Journal of Teacher Education	2013	37
340099	Journal of Teacher Education	2014	36
340099	Journal of Teacher Education	2015	57
340099	Journal of Teacher Education	2016	37
340099	Journal of Teacher Education	2017	76
340099	Journal of Teacher Education	2018	53
340101	Journal of Medieval History	2002	774
340101	Journal of Medieval History	2003	112
340101	Journal of Medieval History	2004	49
340101	Journal of Medieval History	2005	30
340101	Journal of Medieval History	2006	35
340101	Journal of Medieval History	2007	34
340101	Journal of Medieval History	2008	32
340101	Journal of Medieval History	2009	39
340101	Journal of Medieval History	2010	30
340101	Journal of Medieval History	2011	27
340101	Journal of Medieval History	2012	27
340101	Journal of Medieval History	2013	24
340101	Journal of Medieval History	2014	32
340101	Journal of Medieval History	2015	27
340101	Journal of Medieval History	2016	29
340101	Journal of Medieval History	2017	33
340101	Journal of Medieval History	2018	29
340107	Sex Roles	2004	1883
340107	Sex Roles	2005	492
340107	Sex Roles	2006	181
340107	Sex Roles	2007	254
340107	Sex Roles	2008	238
340107	Sex Roles	2009	149
340107	Sex Roles	2010	197
340107	Sex Roles	2011	187
340107	Sex Roles	2012	151
340107	Sex Roles	2013	85
340107	Sex Roles	2014	105
340107	Sex Roles	2015	132
340107	Sex Roles	2016	156
340107	Sex Roles	2017	152
340107	Sex Roles	2018	109
340125	AIDS Care	2002	2501
340125	AIDS Care	2003	4292
340125	AIDS Care	2004	906
340125	AIDS Care	2005	173
340125	AIDS Care	2006	379
340125	AIDS Care	2007	565
340125	AIDS Care	2008	209
340125	AIDS Care	2009	200
340125	AIDS Care	2010	297
340125	AIDS Care	2011	333
340125	AIDS Care	2012	235
340125	AIDS Care	2013	242
340125	AIDS Care	2014	212
340125	AIDS Care	2015	240
340125	AIDS Care	2016	352
340125	AIDS Care	2017	215
340125	AIDS Care	2018	278
340133	History in Africa	2005	26
340133	History in Africa	2006	653
340133	History in Africa	2007	50
340133	History in Africa	2010	36
340133	History in Africa	2012	38
340133	History in Africa	2013	45
340133	History in Africa	2014	139
340133	History in Africa	2015	32
340133	History in Africa	2016	17
340133	History in Africa	2017	66
340133	History in Africa	2018	27
340134	Neuropsychology	2003	186
340134	Neuropsychology	2004	270
340134	Neuropsychology	2005	11609
340134	Neuropsychology	2006	388
340134	Neuropsychology	2007	422
340134	Neuropsychology	2008	416
340134	Neuropsychology	2009	799
340134	Neuropsychology	2010	967
340134	Neuropsychology	2011	1281
340134	Neuropsychology	2012	1069
340134	Neuropsychology	2013	1816
340134	Neuropsychology	2014	2293
340134	Neuropsychology	2015	1668
340134	Neuropsychology	2016	1316
340134	Neuropsychology	2017	1001
340134	Neuropsychology	2018	1407
340138	The European Legacy	2002	4575
340138	The European Legacy	2003	636
340138	The European Legacy	2004	396
340138	The European Legacy	2005	446
340138	The European Legacy	2006	255
340138	The European Legacy	2007	148
340138	The European Legacy	2008	734
340138	The European Legacy	2009	75
340138	The European Legacy	2010	70
340138	The European Legacy	2011	83
340138	The European Legacy	2012	216
340138	The European Legacy	2013	343
340138	The European Legacy	2014	267
340138	The European Legacy	2015	194
340138	The European Legacy	2016	182
340138	The European Legacy	2017	166
340138	The European Legacy	2018	144
340152	European Planning Studies	2002	4457
340152	European Planning Studies	2003	568
340152	European Planning Studies	2004	916
340152	European Planning Studies	2005	220
340152	European Planning Studies	2006	293
340152	European Planning Studies	2007	249
340152	European Planning Studies	2008	85
340152	European Planning Studies	2009	108
340152	European Planning Studies	2010	165
340152	European Planning Studies	2011	354
340152	European Planning Studies	2012	237
340152	European Planning Studies	2013	145
340152	European Planning Studies	2014	104
340152	European Planning Studies	2015	83
340152	European Planning Studies	2016	118
340152	European Planning Studies	2017	142
340152	European Planning Studies	2018	122
340160	Fokus på familien	2016	21
340160	Fokus på familien	2017	29
340160	Fokus på familien	2018	23
340162	Nordic Theatre Studies	2017	74
340162	Nordic Theatre Studies	2018	41
340165	Governance. An International Journal of Policy, Administration and Institutions	2003	130
340165	Governance. An International Journal of Policy, Administration and Institutions	2004	114
340165	Governance. An International Journal of Policy, Administration and Institutions	2005	297
340165	Governance. An International Journal of Policy, Administration and Institutions	2006	35
340165	Governance. An International Journal of Policy, Administration and Institutions	2007	41
340165	Governance. An International Journal of Policy, Administration and Institutions	2008	70
340165	Governance. An International Journal of Policy, Administration and Institutions	2009	60
340165	Governance. An International Journal of Policy, Administration and Institutions	2010	33
340165	Governance. An International Journal of Policy, Administration and Institutions	2018	11
340185	Scandinavian Journal of Work, Environment and Health	2011	2293
340185	Scandinavian Journal of Work, Environment and Health	2012	81
340185	Scandinavian Journal of Work, Environment and Health	2013	79
340185	Scandinavian Journal of Work, Environment and Health	2014	63
340185	Scandinavian Journal of Work, Environment and Health	2015	69
340185	Scandinavian Journal of Work, Environment and Health	2016	64
340185	Scandinavian Journal of Work, Environment and Health	2017	82
340185	Scandinavian Journal of Work, Environment and Health	2018	83
340201	Psychotherapy and Psychosomatics	2003	1444
340201	Psychotherapy and Psychosomatics	2004	217
340201	Psychotherapy and Psychosomatics	2005	201
340201	Psychotherapy and Psychosomatics	2006	127
340201	Psychotherapy and Psychosomatics	2007	171
340201	Psychotherapy and Psychosomatics	2008	163
340201	Psychotherapy and Psychosomatics	2009	181
340201	Psychotherapy and Psychosomatics	2010	4691
340201	Psychotherapy and Psychosomatics	2011	137
340201	Psychotherapy and Psychosomatics	2012	197
340201	Psychotherapy and Psychosomatics	2013	109
340201	Psychotherapy and Psychosomatics	2014	178
340201	Psychotherapy and Psychosomatics	2015	137
340201	Psychotherapy and Psychosomatics	2016	74
340201	Psychotherapy and Psychosomatics	2017	94
340201	Psychotherapy and Psychosomatics	2018	132
340211	Suomen Antropologi	2018	15
340222	Journal of Abnormal Psychology	2003	170
340222	Journal of Abnormal Psychology	2004	267
340222	Journal of Abnormal Psychology	2005	26071
340222	Journal of Abnormal Psychology	2006	18803
340222	Journal of Abnormal Psychology	2007	459
340222	Journal of Abnormal Psychology	2008	748
340222	Journal of Abnormal Psychology	2009	478
340222	Journal of Abnormal Psychology	2010	1085
340222	Journal of Abnormal Psychology	2011	2041
340222	Journal of Abnormal Psychology	2012	1610
340222	Journal of Abnormal Psychology	2013	1427
340222	Journal of Abnormal Psychology	2014	1546
340222	Journal of Abnormal Psychology	2015	2283
340222	Journal of Abnormal Psychology	2016	2059
340222	Journal of Abnormal Psychology	2017	1161
340222	Journal of Abnormal Psychology	2018	1394
340242	Medieval Archaeology	2005	12
340242	Medieval Archaeology	2006	20
340242	Medieval Archaeology	2007	11
340242	Medieval Archaeology	2008	13
340242	Medieval Archaeology	2009	11
340242	Medieval Archaeology	2010	11
340242	Medieval Archaeology	2011	17
340242	Medieval Archaeology	2012	117
340242	Medieval Archaeology	2013	67
340242	Medieval Archaeology	2014	110
340242	Medieval Archaeology	2016	502
340242	Medieval Archaeology	2017	17
340242	Medieval Archaeology	2018	17
340243	Ethology	2002	52
340243	Ethology	2003	415
340243	Ethology	2004	130
340243	Ethology	2005	89
340243	Ethology	2006	156
340243	Ethology	2007	125
340243	Ethology	2008	129
340243	Ethology	2009	132
340243	Ethology	2010	1301
340243	Ethology	2018	10
340246	Social Politics: International Studies in Gender, State and Society	2002	14
340246	Social Politics: International Studies in Gender, State and Society	2003	21
340246	Social Politics: International Studies in Gender, State and Society	2004	31
340246	Social Politics: International Studies in Gender, State and Society	2005	24
340246	Social Politics: International Studies in Gender, State and Society	2006	22
340246	Social Politics: International Studies in Gender, State and Society	2007	73
340246	Social Politics: International Studies in Gender, State and Society	2008	23
340246	Social Politics: International Studies in Gender, State and Society	2009	22
340246	Social Politics: International Studies in Gender, State and Society	2010	24
340246	Social Politics: International Studies in Gender, State and Society	2011	35
340246	Social Politics: International Studies in Gender, State and Society	2012	158
340246	Social Politics: International Studies in Gender, State and Society	2013	26
340246	Social Politics: International Studies in Gender, State and Society	2014	31
340246	Social Politics: International Studies in Gender, State and Society	2015	41
340246	Social Politics: International Studies in Gender, State and Society	2016	31
340246	Social Politics: International Studies in Gender, State and Society	2017	32
340246	Social Politics: International Studies in Gender, State and Society	2018	46
340258	Cahiers Élisabéthains: A Journal of English Renaissance Studies	2014	267
340258	Cahiers Élisabéthains: A Journal of English Renaissance Studies	2015	2
340258	Cahiers Élisabéthains: A Journal of English Renaissance Studies	2016	25
340258	Cahiers Élisabéthains: A Journal of English Renaissance Studies	2017	77
340258	Cahiers Élisabéthains: A Journal of English Renaissance Studies	2018	1105
340261	Review of International Economics	2003	369
340261	Review of International Economics	2004	85
340261	Review of International Economics	2005	67
340261	Review of International Economics	2006	187
340261	Review of International Economics	2007	80
340261	Review of International Economics	2008	50
340261	Review of International Economics	2009	71
340261	Review of International Economics	2010	41
340261	Review of International Economics	2018	11
340264	Western European Politics	2004	647
340264	Western European Politics	2005	100
340264	Western European Politics	2006	202
340264	Western European Politics	2007	1426
340264	Western European Politics	2008	109
340264	Western European Politics	2009	59
340264	Western European Politics	2010	94
340264	Western European Politics	2011	97
340264	Western European Politics	2012	125
340264	Western European Politics	2013	146
340264	Western European Politics	2014	121
340264	Western European Politics	2015	102
340264	Western European Politics	2016	89
340264	Western European Politics	2017	89
340264	Western European Politics	2018	55
340302	Suicide and Life-Threatening Behaviour	2016	3
340302	Suicide and Life-Threatening Behaviour	2017	9
340302	Suicide and Life-Threatening Behaviour	2018	74
340319	Psychotherapy Research	2002	71
340319	Psychotherapy Research	2005	94
340319	Psychotherapy Research	2006	247
340319	Psychotherapy Research	2007	147
340319	Psychotherapy Research	2008	77
340319	Psychotherapy Research	2009	81
340319	Psychotherapy Research	2010	288
340319	Psychotherapy Research	2011	70
340319	Psychotherapy Research	2012	75
