discipline	perc	type
LITERATURE, ROMANCE	0.119033208247593	sc
FOLKLORE	0.1149981842392	sc
ENGINEERING, MULTIDISCIPLINARY	0.110963160230807	sc
ECOLOGY	0.106928136222414	sc
SPECTROSCOPY	0.102893112214021	sc
NURSING	0.0968405762014315	sc
ENVIRONMENTAL STUDIES	0.0968405762014314	sc
LITERARY THEORY & CRITICISM	0.0948230641972349	sc
SOCIAL IscUES	0.0928055521930385	sc
ETHNIC STUDIES	0.090788040188842	sc
MEDIEVAL & RENAIscANCE STUDIES	0.0847355041762525	sc
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY	0.0790864705645024	sc
LITERARY REVIEWS	0.0786829681636631	sc
ROBOTICS	0.0766654561594666	sc
ENVIRONMENTAL SCIENCES	0.0766654561594666	sc
PSYCHOLOGY, BIOLOGICAL	0.0766654561594665	sc
PHYSICS, APPLIED	0.0746479441552701	sc
FILM, RADIO, TELEVISION	0.0726304321510736	sc
OPHTHALMOLOGY	0.0726304321510736	sc
SOCIAL SCIENCES, MATHEMATICAL METHODS	0.0726304321510736	sc
NUTRITION & DIETETICS	0.0726304321510736	sc
MEDICINE, RESEARCH & EXPERIMENTAL	0.0696041641447789	sc
AREA STUDIES	0.0665778961384841	sc
ONCOLOGY	0.0655691401363859	sc
BIOPHYSICS	0.0645603841342876	sc
ENGINEERING, CHEMICAL	0.0645603841342876	sc
REMOTE SENSING	0.0635516281321894	sc
ETHICS	0.0625428721300911	sc
CHEMISTRY, MULTIDISCIPLINARY	0.0625428721300911	sc
REGIONAL & URBAN PLANNING	0.0625428721300911	sc
ZOOLOGY	0.0615341161279929	sc
ARCHITECTURE	0.0605253601258947	sc
SOIL SCIENCE	0.0605253601258947	sc
URBAN STUDIES	0.0605253601258947	sc
INTERNATIONAL RELATIONS	0.0605253601258947	sc
LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN	0.0605253601258947	sc
RELIGION	0.0605253601258947	sc
HOSPITALITY, LEISURE, SPORT & TOURISM	0.0585078481216982	sc
INSTRUMENTS & INSTRUMENTATION	0.0585078481216982	sc
ENGINEERING, BIOMEDICAL	0.0579025945204392	sc
EDUCATION, SCIENTIFIC DISCIPLINES	0.0524553121091087	sc
IMMUNOLOGY	0.0524553121091087	sc
DEVELOPMENT STUDIES	0.0514465561070105	sc
CHEMISTRY, PHYSICAL	0.0484202881007157	sc
LITERATURE, SLAVIC	0.0484202881007157	sc
SOCIAL WORK	0.0474115320986175	sc
HISTORY OF SOCIAL SCIENCES	0.0464027760965192	sc
MECHANICS	0.044788766493162	sc
ENGINEERING, INDUSTRIAL	0.0443852640923228	sc
PSYCHOLOGY, PSYCHOANALYSIS	0.0423677520881263	sc
ORTHOPEDICS	0.0423677520881263	sc
HEMATOLOGY	0.0383327280797333	sc
ENGINEERING, MANUFACTURING	0.037323972077635	sc
TOXICOLOGY	0.0363152160755368	sc
NULL	0.0363152160755368	NULL
NEUROIMAGING	0.0363152160755368	sc
LITERATURE, AMERICAN	0.0363152160755368	sc
ENDOCRINOLOGY & METABOLISM	0.0363152160755368	sc
GEOGRAPHY, PHYSICAL	0.0363152160755368	sc
SURGERY	0.0342977040713403	sc
INFECTIOUS DISEASES	0.0342977040713403	sc
FORESTRY	0.0342977040713403	sc
ASTRONOMY & ASTROPHYSICS	0.0332889480692421	sc
MEDICINE, LEGAL	0.0332889480692421	sc
PUBLIC ADMINISTRATION	0.0312714360650456	sc
ENGINEERING, MECHANICAL	0.0302626800629473	sc
PEDIATRICS	0.0302626800629473	sc
AGRICULTURE, MULTIDISCIPLINARY	0.0302626800629473	sc
OTORHINOLARYNGOLOGY	0.0302626800629473	sc
LITERATURE, GERMAN, DUTCH, SCANDINAVIAN	0.0302626800629473	sc
CRIMINOLOGY & PENOLOGY	0.0282451680587508	sc
WATER RESOURCES	0.0282451680587508	sc
CRYSTALLOGRAPHY	0.0262276560545543	sc
ENGINEERING, AEROSPACE	0.0242101440503579	sc
PATHOLOGY	0.0242101440503579	sc
ENTOMOLOGY	0.0242101440503579	sc
DANCE	0.0242101440503579	sc
MEDICAL LABORATORY TECHNOLOGY	0.0242101440503579	sc
BUSINEsc, FINANCE	0.0242101440503579	sc
FAMILY STUDIES	0.0221926320461614	sc
GERIATRICS & GERONTOLOGY	0.0221926320461614	sc
PHYSICS, PARTICLES & FIELDS	0.0211838760440631	sc
VIROLOGY	0.0201751200419649	sc
TRANSPORTATION	0.0185611104386077	sc
DEMOGRAPHY	0.0181576080377684	sc
PRIMARY HEALTH CARE	0.0181576080377684	sc
FISHERIES	0.0181576080377684	sc
RHEUMATOLOGY	0.0181576080377684	sc
INTEGRATIVE & COMPLEMENTARY MEDICINE	0.0181576080377684	sc
ENGINEERING, CIVIL	0.0175523544365094	sc
CHEMISTRY, MEDICINAL	0.0161400960335719	sc
METEOROLOGY & ATMOSPHERIC SCIENCES	0.0161400960335719	sc
ELECTROCHEMISTRY	0.0161400960335719	sc
GEOCHEMISTRY & GEOPHYSICS	0.0161400960335719	sc
FOOD SCIENCE & TECHNOLOGY	0.0151313400314737	sc
CHEMISTRY, ORGANIC	0.0151313400314737	sc
METALLURGY & METALLURGICAL ENGINEERING	0.0151313400314737	sc
CONSTRUCTION & BUILDING TECHNOLOGY	0.0151313400314737	sc
OCEANOGRAPHY	0.0141225840293754	sc
MARINE & FRESHWATER BIOLOGY	0.0141225840293754	sc
HEALTH POLICY & SERVICES	0.0141225840293754	sc
MATERIALS SCIENCE, CERAMICS	0.0121050720251789	sc
ANDROLOGY	0.0121050720251789	sc
PERIPHERAL VASCULAR DISEASE	0.0121050720251789	sc
ENERGY & FUELS	0.0121050720251789	sc
MATERIALS SCIENCE, COMPOSITES	0.0121050720251789	sc
PARASITOLOGY	0.0121050720251789	sc
PHYSIOLOGY	0.0121050720251789	sc
CARDIAC & CARDIOVASCULAR SYSTEMS	0.0121050720251789	sc
POLYMER SCIENCE	0.0121050720251789	sc
CRITICAL CARE MEDICINE	0.0121050720251789	sc
TRANSPORTATION SCIENCE & TECHNOLOGY	0.01149981842392	sc
PLANT SCIENCES	0.0100875600209824	sc
MICROBIOLOGY	0.0100875600209824	sc
CELL BIOLOGY	0.0100875600209824	sc
CHEMISTRY, APPLIED	0.0100875600209824	sc
ANESTHESIOLOGY	0.00807004801678595	sc
QUANTUM SCIENCE & TECHNOLOGY	0.00706129201468771	sc
ENGINEERING, ENVIRONMENTAL	0.00605253601258947	sc
VETERINARY SCIENCES	0.00605253601258947	sc
TRANSPLANTATION	0.00605253601258947	sc
GASTROENTEROLOGY & HEPATOLOGY	0.00605253601258947	sc
MEDICAL ETHICS	0.00605253601258947	sc
ENGINEERING, OCEAN	0.00605253601258947	sc
MINERALOGY	0.00605253601258947	sc
OBSTETRICS & GYNECOLOGY	0.00605253601258947	sc
PHYSICS, ATOMIC, MOLECULAR & CHEMICAL	0.00605253601258947	sc
BIODIVERSITY CONSERVATION	0.00605253601258947	sc
AGRICULTURAL ENGINEERING	0.00605253601258947	sc
MATERIALS SCIENCE, COATINGS & FILMS	0.00605253601258947	sc
SUBSTANCE ABUSE	0.00605253601258947	sc
MATERIALS SCIENCE, PAPER & WOOD	0.00605253601258947	sc
ANATOMY & MORPHOLOGY	0.00403502400839298	sc
MICROSCOPY	0.00403502400839298	sc
THERMODYNAMICS	0.00403502400839298	sc
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY	0.00403502400839298	sc
NANOSCIENCE & NANOTECHNOLOGY	0.00302626800629473	sc
