discipline	perc	type
CULTURAL STUDIES	0.389379816809919	sc
PSYCHOLOGY, EDUCATIONAL	0.375257232780544	sc
SOCIAL SCIENCES, INTERDISCIPLINARY	0.369204696767955	sc
MATHEMATICS, INTERDISCIPLINARY APPLICATIONS	0.359520639147811	sc
History	0.357013159942596	ah
CLINICAL NEUROLOGY	0.351047088730186	sc
History & Philosophy of Science	0.345801557519275	ah
ACOUSTICS	0.332889480692418	sc
HISTORY	0.318766896663043	sc
TELECOMMUNICATIONS	0.315740628656748	sc
Interdisciplinary research in the Social Sciences	0.312072425012754	ss
BIOLOGY	0.311705604648355	sc
MEDICAL INFORMATICS	0.302425049429051	sc
Sociology	0.287257027361138	ss
ANTHROPOLOGY	0.282451680587506	sc
POLITICAL SCIENCE	0.28043416858331	sc
BIOCHEMISTRY & MOLECULAR BIOLOGY	0.277407900577015	sc
PHYSICS, MATHEMATICAL	0.264697574950577	sc
BIOCHEMICAL RESEARCH METHODS	0.263487067748059	sc
Political Sciences and International Relations	0.252592502925398	ss
MATHEMATICS	0.252189000524559	sc
MANAGEMENT	0.250171488520363	sc
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	0.249162732518264	sc
GEOGRAPHY	0.249162732518264	sc
OPERATIONS RESEARCH & MANAGEMENT SCIENCE	0.24048743090022	sc
Interdisciplinary research in the Humanities	0.239593961298361	ah
COMMUNICATION	0.236048904490987	sc
REHABILITATION	0.231005124480496	sc
BIOTECHNOLOGY & APPLIED MICROBIOLOGY	0.230198119678818	sc
PSYCHOLOGY, DEVELOPMENTAL	0.220917564459514	sc
EVOLUTIONARY BIOLOGY	0.215873784449023	sc
PSYCHIATRY	0.212847516442728	sc
PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	0.20578622442804	sc
ART	0.175523544365093	sc
PHILOSOPHY	0.175523544365093	sc
Human Geography and Urban Studies	0.173065847923617	ss
Environmental Studies	0.170644833518582	ss
GENETICS & HEREDITY	0.168462252350406	sc
Business and Management	0.166444740346209	ss
HEALTH CARE SCIENCES & SERVICES	0.163216721139495	sc
PSYCHOLOGY, CLINICAL	0.161400960335718	sc
HISTORY & PHILOSOPHY OF SCIENCE	0.157365936327325	sc
OPTICS	0.145664366702985	sc
BEHAVIORAL SCIENCES	0.142234596295851	sc
MUSIC	0.139208328289557	sc
BUSINESS	0.131138280272771	sc
LAW	0.128112012266476	sc
PHARMACOLOGY & PHARMACY	0.127103256264378	sc
RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING	0.123471734656824	sc
PHYSICS, FLUIDS & PLASMAS	0.123471734656824	sc
PSYCHOLOGY, APPLIED	0.121050720251788	sc
PHYSICS, CONDENSED MATTER	0.119033208247592	sc
Demography	0.117382516607795	ss
ECONOMICS	0.11439293063794	sc
LOGIC	0.110963160230806	sc
ECOLOGY	0.106928136222413	sc
MATERIALS SCIENCE, MULTIDISCIPLINARY	0.106928136222413	sc
LITERATURE, BRITISH ISLES	0.10289311221402	sc
ASIAN STUDIES	0.100875600209824	sc
ENGINEERING, MULTIDISCIPLINARY	0.0988580882056272	sc
NURSING	0.0968405762014307	sc
ERGONOMICS	0.0968405762014307	sc
Economics	0.0951898845616336	ss
Gender Studies	0.0945348481966347	ss
FOLKLORE	0.0907880401888413	sc
CHEMISTRY, ANALYTICAL	0.0897792841867431	sc
ENVIRONMENTAL STUDIES	0.0807004801678589	sc
EDUCATION, SPECIAL	0.0796917241657607	sc
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY	0.0790864705645017	sc
ENVIRONMENTAL SCIENCES	0.076665456159466	sc
LITERATURE, ROMANCE	0.076665456159466	sc
ROBOTICS	0.076665456159466	sc
PHYSICS, APPLIED	0.0746479441552695	sc
LITERARY THEORY & CRITICISM	0.072630432151073	sc
MEDICINE, RESEARCH & EXPERIMENTAL	0.0696041641447783	sc
FILM, RADIO, TELEVISION	0.0685954081426801	sc
Science and Technology Studies	0.0667429653024633	ss
WOMENS STUDIES	0.0665778961384836	sc
CLASSICS	0.0665778961384836	sc
LITERARY REVIEWS	0.0665778961384836	sc
NUTRITION & DIETETICS	0.0665778961384836	sc
MEDIEVAL & RENAISSANCE STUDIES	0.0665778961384836	sc
ONCOLOGY	0.0655691401363854	sc
BIOPHYSICS	0.0645603841342871	sc
Classical Studies	0.0645603841342871	ah
ENGINEERING, CHEMICAL	0.0645603841342871	sc
REMOTE SENSING	0.0635516281321889	sc
SPECTROSCOPY	0.0625428721300906	sc
CHEMISTRY, MULTIDISCIPLINARY	0.0625428721300906	sc
PSYCHOLOGY, MATHEMATICAL	0.0625428721300906	sc
Film and Theatre Studies	0.0622546561294912	ah
LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN	0.0605253601258942	sc
SOIL SCIENCE	0.0605253601258942	sc
GERONTOLOGY	0.0585078481216977	sc
INSTRUMENTS & INSTRUMENTATION	0.0585078481216977	sc
ENGINEERING, BIOMEDICAL	0.0579025945204388	sc
GEOSCIENCES, MULTIDISCIPLINARY	0.0574990921195995	sc
ARCHAEOLOGY	0.0564903361175012	sc
SOCIAL SCIENCES, MATHEMATICAL METHODS	0.0564903361175012	sc
SOCIAL SCIENCES, BIOMEDICAL	0.055481580115403	sc
ETHNIC STUDIES	0.0544728241133048	sc
IMMUNOLOGY	0.0524553121091083	sc
OPHTHALMOLOGY	0.0484202881007154	sc
CHEMISTRY, PHYSICAL	0.0484202881007154	sc
INTERNATIONAL RELATIONS	0.0484202881007154	sc
MECHANICS	0.0447887664931617	sc
ORTHOPEDICS	0.0423677520881259	sc
SOCIAL ISSUES	0.0423677520881259	sc
ETHICS	0.0403502400839295	sc
ENGINEERING, INDUSTRIAL	0.0403502400839295	sc
ZOOLOGY	0.0393414840818312	sc
HEMATOLOGY	0.038332728079733	sc
ENDOCRINOLOGY & METABOLISM	0.0363152160755365	sc
REGIONAL & URBAN PLANNING	0.0363152160755365	sc
GEOGRAPHY, PHYSICAL	0.0363152160755365	sc
TOXICOLOGY	0.0363152160755365	sc
FORESTRY	0.03429770407134	sc
INFECTIOUS DISEASES	0.03429770407134	sc
SURGERY	0.03429770407134	sc
MEDICINE, LEGAL	0.0332889480692418	sc
ASTRONOMY & ASTROPHYSICS	0.0332889480692418	sc
ENGINEERING, MANUFACTURING	0.0312714360650453	sc
PEDIATRICS	0.0302626800629471	sc
AGRICULTURE, MULTIDISCIPLINARY	0.0302626800629471	sc
ENGINEERING, MECHANICAL	0.0302626800629471	sc
EDUCATION, SCIENTIFIC DISCIPLINES	0.0282451680587506	sc
URBAN STUDIES	0.0282451680587506	sc
PSYCHOLOGY, BIOLOGICAL	0.0282451680587506	sc
WATER RESOURCES	0.0282451680587506	sc
Cultural Studies	0.0277552008577315	ah
DEVELOPMENT STUDIES	0.0272364120566524	sc
PUBLIC ADMINISTRATION	0.0272364120566524	sc
CRYSTALLOGRAPHY	0.0262276560545541	sc
Social Statistics and Informatics	0.0255857204168553	ss
AREA STUDIES	0.0242101440503577	sc
PATHOLOGY	0.0242101440503577	sc
MEDICAL LABORATORY TECHNOLOGY	0.0242101440503577	sc
OTORHINOLARYNGOLOGY	0.0242101440503577	sc
ENGINEERING, AEROSPACE	0.0242101440503577	sc
ARCHITECTURE	0.0242101440503577	sc
DANCE	0.0242101440503577	sc
RELIGION	0.0242101440503577	sc
ENTOMOLOGY	0.0242101440503577	sc
HOSPITALITY, LEISURE, SPORT & TOURISM	0.0242101440503577	sc
LITERATURE, AMERICAN	0.0242101440503577	sc
NEUROIMAGING	0.0242101440503577	sc
SOCIAL WORK	0.0232013880482594	sc
GERIATRICS & GERONTOLOGY	0.0221926320461612	sc
CRIMINOLOGY & PENOLOGY	0.0221926320461612	sc
PHYSICS, PARTICLES & FIELDS	0.021183876044063	sc
VIROLOGY	0.0201751200419647	sc
DEMOGRAPHY	0.0181576080377683	sc
FISHERIES	0.0181576080377683	sc
PRIMARY HEALTH CARE	0.0181576080377683	sc
RHEUMATOLOGY	0.0181576080377683	sc
INTEGRATIVE & COMPLEMENTARY MEDICINE	0.0181576080377683	sc
ENGINEERING, CIVIL	0.0175523544365093	sc
METEOROLOGY & ATMOSPHERIC SCIENCES	0.0161400960335718	sc
CHEMISTRY, MEDICINAL	0.0161400960335718	sc
GEOCHEMISTRY & GEOPHYSICS	0.0161400960335718	sc
Religious Studies and Theology	0.0161400960335718	ah
ELECTROCHEMISTRY	0.0161400960335718	sc
CONSTRUCTION & BUILDING TECHNOLOGY	0.0151313400314735	sc
CHEMISTRY, ORGANIC	0.0151313400314735	sc
METALLURGY & METALLURGICAL ENGINEERING	0.0151313400314735	sc
OCEANOGRAPHY	0.0141225840293753	sc
MARINE & FRESHWATER BIOLOGY	0.0141225840293753	sc
BUSINESS, FINANCE	0.0121050720251788	sc
FAMILY STUDIES	0.0121050720251788	sc
PARASITOLOGY	0.0121050720251788	sc
ANDROLOGY	0.0121050720251788	sc
FOOD SCIENCE & TECHNOLOGY	0.0121050720251788	sc
HISTORY OF SOCIAL SCIENCES	0.0121050720251788	sc
MATERIALS SCIENCE, CERAMICS	0.0121050720251788	sc
PERIPHERAL VASCULAR DISEASE	0.0121050720251788	sc
LITERATURE, SLAVIC	0.0121050720251788	sc
CARDIAC & CARDIOVASCULAR SYSTEMS	0.0121050720251788	sc
POLYMER SCIENCE	0.0121050720251788	sc
CRITICAL CARE MEDICINE	0.0121050720251788	sc
ENERGY & FUELS	0.0121050720251788	sc
MATERIALS SCIENCE, COMPOSITES	0.0121050720251788	sc
TRANSPORTATION SCIENCE & TECHNOLOGY	0.0114998184239199	sc
HEALTH POLICY & SERVICES	0.0100875600209824	sc
CHEMISTRY, APPLIED	0.0100875600209824	sc
MICROBIOLOGY	0.0100875600209824	sc
PLANT SCIENCES	0.0100875600209824	sc
CELL BIOLOGY	0.0100875600209824	sc
PHYSIOLOGY	0.00907880401888413	sc
ANESTHESIOLOGY	0.00807004801678589	sc
QUANTUM SCIENCE & TECHNOLOGY	0.00706129201468766	sc
TRANSPORTATION	0.00645603841342871	sc
ENGINEERING, OCEAN	0.00605253601258942	sc
PSYCHOLOGY, PSYCHOANALYSIS	0.00605253601258942	sc
MINERALOGY	0.00605253601258942	sc
MATERIALS SCIENCE, PAPER & WOOD	0.00605253601258942	sc
AGRICULTURAL ENGINEERING	0.00605253601258942	sc
MATERIALS SCIENCE, COATINGS & FILMS	0.00605253601258942	sc
PHYSICS, ATOMIC, MOLECULAR & CHEMICAL	0.00605253601258942	sc
MEDICAL ETHICS	0.00605253601258942	sc
BIODIVERSITY CONSERVATION	0.00605253601258942	sc
VETERINARY SCIENCES	0.00605253601258942	sc
GASTROENTEROLOGY & HEPATOLOGY	0.00605253601258942	sc
TRANSPLANTATION	0.00605253601258942	sc
ENGINEERING, ENVIRONMENTAL	0.00605253601258942	sc
LITERATURE, GERMAN, DUTCH, SCANDINAVIAN	0.00605253601258942	sc
OBSTETRICS & GYNECOLOGY	0.00605253601258942	sc
THERMODYNAMICS	0.00403502400839295	sc
ANATOMY & MORPHOLOGY	0.00403502400839295	sc
MICROSCOPY	0.00403502400839295	sc
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY	0.00403502400839295	sc
NANOSCIENCE & NANOTECHNOLOGY	0.00302626800629471	sc
Law	0.00242101440503577	ss
