discipline	perc	type
REHABILITATION	0.18878478534471	sc
BUSINESS	0.177131403533308	sc
PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	0.175266862443484	sc
LITERATURE, GERMAN, DUTCH, SCANDINAVIAN	0.167808698084187	sc
ENGINEERING, BIOMEDICAL	0.164312683540766	sc
SOCIAL SCIENCES, INTERDISCIPLINARY	0.163147345359626	sc
Demography	0.153542133684773	ss
GEOGRAPHY, PHYSICAL	0.142171258099102	sc
Science and Technology Studies	0.133071026302744	ss
INSTRUMENTS & INSTRUMENTATION	0.12818719992542	sc
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	0.12702186174428	sc
FOOD SCIENCE & TECHNOLOGY	0.12352584720086	sc
RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING	0.121195170838579	sc
REMOTE SENSING	0.118864494476299	sc
CHEMISTRY, MULTIDISCIPLINARY	0.115368479932878	sc
PHARMACOLOGY & PHARMACY	0.114203141751738	sc
PHYSICS, CONDENSED MATTER	0.111872465389458	sc
BEHAVIORAL SCIENCES	0.108376450846037	sc
ENGINEERING, MANUFACTURING	0.106045774483757	sc
ENVIRONMENTAL STUDIES	0.103715098121476	sc
BIOPHYSICS	0.102549759940336	sc
OPTICS	0.10208362466788	sc
Religious Studies and Theology	0.0992868130331437	ah
PHYSICS, MATHEMATICAL	0.0978884072157755	sc
PHYSICS, APPLIED	0.0955577308534951	sc
ENGINEERING, INDUSTRIAL	0.0932270544912147	sc
MATERIALS SCIENCE, MULTIDISCIPLINARY	0.0932270544912147	sc
BIOCHEMISTRY & MOLECULAR BIOLOGY	0.088565701766654	sc
CLINICAL NEUROLOGY	0.0862350254043736	sc
Political Sciences and International Relations	0.0853262574782408	ss
DENTISTRY/ORAL SURGERY & MEDICINE	0.0769123199552522	sc
GERIATRICS & GERONTOLOGY	0.0769123199552522	sc
COMMUNICATION	0.0745816435929718	sc
CHEMISTRY, ANALYTICAL	0.0745816435929718	sc
Gender Studies	0.0727406051219268	ss
GEOSCIENCES, MULTIDISCIPLINARY	0.0722509672306914	sc
Social Statistics and Informatics	0.0722403732472265	ss
MEDICINE, GENERAL & INTERNAL	0.069920290868411	sc
Economics	0.0696932769370201	ss
Classical Studies	0.0688783414358622	ah
MATHEMATICS	0.0675896145061307	sc
GENETICS & HEREDITY	0.0652589381438503	sc
POLITICAL SCIENCE	0.0629282617815699	sc
ECOLOGY	0.0617629236004298	sc
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY	0.0605975854192896	sc
ENGINEERING, ENVIRONMENTAL	0.0605975854192896	sc
ENGINEERING, CIVIL	0.0594322472381494	sc
MEDICINE, RESEARCH & EXPERIMENTAL	0.0587330443294653	sc
NURSING	0.0559362326947288	sc
CULTURAL STUDIES	0.0559362326947288	sc
NUTRITION & DIETETICS	0.0559362326947288	sc
DERMATOLOGY	0.0559362326947288	sc
ERGONOMICS	0.0559362326947288	sc
PSYCHIATRY	0.0536055563324485	sc
ELECTROCHEMISTRY	0.0512748799701681	sc
SOCIOLOGY	0.0512748799701681	sc
CRITICAL CARE MEDICINE	0.0489442036078877	sc
LITERARY REVIEWS	0.0489442036078877	sc
ONCOLOGY	0.0489442036078877	sc
AGRICULTURE, MULTIDISCIPLINARY	0.0466135272456074	sc
SOCIAL SCIENCES, MATHEMATICAL METHODS	0.0466135272456074	sc
PHILOSOPHY	0.0466135272456074	sc
MARINE & FRESHWATER BIOLOGY	0.044282850883327	sc
LOGIC	0.044282850883327	sc
BIODIVERSITY CONSERVATION	0.044282850883327	sc
ENGINEERING, MECHANICAL	0.0431175127021868	sc
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY	0.0431175127021868	sc
GERONTOLOGY	0.0419521745210466	sc
MUSIC	0.0419521745210466	sc
OPHTHALMOLOGY	0.0419521745210466	sc
HISTORY	0.0419521745210466	sc
MECHANICS	0.0396214981587663	sc
CHEMISTRY, PHYSICAL	0.0396214981587663	sc
REGIONAL & URBAN PLANNING	0.0372908217964859	sc
NEUROIMAGING	0.0372908217964859	sc
HOSPITALITY, LEISURE, SPORT & TOURISM	0.0349601454342055	sc
LITERATURE, ROMANCE	0.0349601454342055	sc
PHYSICS, FLUIDS & PLASMAS	0.0349601454342055	sc
SOCIAL SCIENCES, BIOMEDICAL	0.0349601454342055	sc
PSYCHOLOGY, CLINICAL	0.0349601454342055	sc
VETERINARY SCIENCES	0.0349601454342055	sc
SPECTROSCOPY	0.0349601454342055	sc
MEDICINE, LEGAL	0.0349601454342055	sc
Film and Theatre Studies	0.0331191069631605	ah
ANTHROPOLOGY	0.0326294690719252	sc
AREA STUDIES	0.0326294690719252	sc
TRANSPORTATION SCIENCE & TECHNOLOGY	0.031464130890785	sc
ASIAN STUDIES	0.0302987927096448	sc
Cultural Studies	0.0300892276921961	ah
DANCE	0.0279681163473644	sc
ENGINEERING, AEROSPACE	0.0279681163473644	sc
GEOLOGY	0.0279681163473644	sc
EDUCATION, SCIENTIFIC DISCIPLINES	0.0279681163473644	sc
HEALTH POLICY & SERVICES	0.0279681163473644	sc
PSYCHOLOGY, EDUCATIONAL	0.0279681163473644	sc
SPORT SCIENCES	0.0279681163473644	sc
ENDOCRINOLOGY & METABOLISM	0.0279681163473644	sc
LITERATURE, BRITISH ISLES	0.0279681163473644	sc
WATER RESOURCES	0.0279681163473644	sc
SURGERY	0.0256374399850841	sc
INFECTIOUS DISEASES	0.0256374399850841	sc
PSYCHOLOGY, DEVELOPMENTAL	0.0256374399850841	sc
LIMNOLOGY	0.0233067636228037	sc
ECONOMICS	0.0221414254416635	sc
RHEUMATOLOGY	0.0209760872605233	sc
MEDIEVAL & RENAISSANCE STUDIES	0.0209760872605233	sc
FOLKLORE	0.0209760872605233	sc
MEDICAL LABORATORY TECHNOLOGY	0.0209760872605233	sc
PERIPHERAL VASCULAR DISEASE	0.0209760872605233	sc
URBAN STUDIES	0.0209760872605233	sc
SOCIAL WORK	0.0209760872605233	sc
ZOOLOGY	0.0186454108982429	sc
POLYMER SCIENCE	0.0186454108982429	sc
PSYCHOLOGY, APPLIED	0.0186454108982429	sc
NANOSCIENCE & NANOTECHNOLOGY	0.0186454108982429	sc
FORESTRY	0.0186454108982429	sc
QUANTUM SCIENCE & TECHNOLOGY	0.0163147345359626	sc
METEOROLOGY & ATMOSPHERIC SCIENCES	0.0163147345359626	sc
CONSTRUCTION & BUILDING TECHNOLOGY	0.0151493963548224	sc
ARCHITECTURE	0.0139840581736822	sc
PSYCHOLOGY, MATHEMATICAL	0.0139840581736822	sc
SUBSTANCE ABUSE	0.0139840581736822	sc
EMERGENCY MEDICINE	0.0139840581736822	sc
LITERATURE, SLAVIC	0.0139840581736822	sc
ART	0.0139840581736822	sc
LITERARY THEORY & CRITICISM	0.0139840581736822	sc
AGRICULTURE, DAIRY & ANIMAL SCIENCE	0.0139840581736822	sc
INTEGRATIVE & COMPLEMENTARY MEDICINE	0.0139840581736822	sc
METALLURGY & METALLURGICAL ENGINEERING	0.0139840581736822	sc
RESPIRATORY SYSTEM	0.0139840581736822	sc
CARDIAC & CARDIOVASCULAR SYSTEMS	0.0139840581736822	sc
MATERIALS SCIENCE, COATINGS & FILMS	0.0139840581736822	sc
RELIGION	0.0139840581736822	sc
PSYCHOLOGY, SOCIAL	0.0139840581736822	sc
PALEONTOLOGY	0.0139840581736822	sc
FAMILY STUDIES	0.0139840581736822	sc
CHEMISTRY, MEDICINAL	0.012818719992542	sc
IMMUNOLOGY	0.0116533818114018	sc
ENGINEERING, CHEMICAL	0.0116533818114018	sc
EVOLUTIONARY BIOLOGY	0.0116533818114018	sc
MICROBIOLOGY	0.0116533818114018	sc
CHEMISTRY, APPLIED	0.00932270544912147	sc
AGRICULTURAL ENGINEERING	0.00699202908684111	sc
INTERNATIONAL RELATIONS	0.00699202908684111	sc
OBSTETRICS & GYNECOLOGY	0.00699202908684111	sc
CRIMINOLOGY & PENOLOGY	0.00699202908684111	sc
CELL BIOLOGY	0.00699202908684111	sc
OTORHINOLARYNGOLOGY	0.00699202908684111	sc
DEVELOPMENT STUDIES	0.00699202908684111	sc
THERMODYNAMICS	0.00699202908684111	sc
AGRONOMY	0.00699202908684111	sc
PHYSICS, ATOMIC, MOLECULAR & CHEMICAL	0.00699202908684111	sc
ORTHOPEDICS	0.00699202908684111	sc
PLANT SCIENCES	0.00699202908684111	sc
Law	0.00559362326947288	ss
PEDIATRICS	0.00466135272456074	sc
ENERGY & FUELS	0.00466135272456074	sc
HISTORY & PHILOSOPHY OF SCIENCE	0.00466135272456074	sc
WOMENS STUDIES	0.00466135272456074	sc
PSYCHOLOGY, BIOLOGICAL	0.00466135272456074	sc
SOCIAL ISSUES	0.00466135272456074	sc
TOXICOLOGY	0.00466135272456074	sc
PHYSICS, NUCLEAR	0.00349601454342055	sc
PHYSICS, PARTICLES & FIELDS	0.00349601454342055	sc
NUCLEAR SCIENCE & TECHNOLOGY	0.00349601454342055	sc
