discipline	perc	type
WOMENS STUDIES	0.0372908217964868	sc
SOCIAL IscUES	0.0372908217964868	sc
ENDOCRINOLOGY & METABOLISM	0.0349601454342064	sc
MEDICINE, LEGAL	0.0349601454342064	sc
SOCIAL WORK	0.0349601454342064	sc
VETERINARY SCIENCES	0.0349601454342064	sc
PHYSICS, FLUIDS & PLASMAS	0.0349601454342064	sc
SPORT SCIENCES	0.0326294690719259	sc
TRANSPORTATION SCIENCE & TECHNOLOGY	0.0314641308907857	sc
HEALTH POLICY & SERVICES	0.0314641308907857	sc
GEOLOGY	0.0279681163473651	sc
DANCE	0.0279681163473651	sc
ENGINEERING, AEROSPACE	0.0279681163473651	sc
PSYCHOLOGY, BIOLOGICAL	0.0279681163473651	sc
WATER RESOURCES	0.0279681163473651	sc
SURGERY	0.0256374399850847	sc
INFECTIOUS DISEASES	0.0256374399850847	sc
EVOLUTIONARY BIOLOGY	0.0256374399850847	sc
ZOOLOGY	0.0256374399850847	sc
URBAN STUDIES	0.0244721018039445	sc
LIMNOLOGY	0.0233067636228043	sc
MEDICAL LABORATORY TECHNOLOGY	0.0209760872605238	sc
FAMILY STUDIES	0.0209760872605238	sc
RHEUMATOLOGY	0.0209760872605238	sc
PERIPHERAL VASCULAR DISEASE	0.0209760872605238	sc
LITERARY THEORY & CRITICISM	0.0186454108982434	sc
FORESTRY	0.0186454108982434	sc
NANOSCIENCE & NANOTECHNOLOGY	0.0186454108982434	sc
POLYMER SCIENCE	0.0186454108982434	sc
QUANTUM SCIENCE & TECHNOLOGY	0.016314734535963	sc
METEOROLOGY & ATMOSPHERIC SCIENCES	0.016314734535963	sc
CONSTRUCTION & BUILDING TECHNOLOGY	0.0151493963548228	sc
PALEONTOLOGY	0.0139840581736826	sc
INDUSTRIAL RELATIONS & LABOR	0.0139840581736826	sc
RESPIRATORY SYSTEM	0.0139840581736826	sc
MATERIALS SCIENCE, COATINGS & FILMS	0.0139840581736826	sc
LITERATURE, AMERICAN	0.0139840581736826	sc
EMERGENCY MEDICINE	0.0139840581736826	sc
SUBSTANCE ABUSE	0.0139840581736826	sc
AGRICULTURE, DAIRY & ANIMAL SCIENCE	0.0139840581736826	sc
INTEGRATIVE & COMPLEMENTARY MEDICINE	0.0139840581736826	sc
LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN	0.0139840581736826	sc
CARDIAC & CARDIOVASCULAR SYSTEMS	0.0139840581736826	sc
METALLURGY & METALLURGICAL ENGINEERING	0.0139840581736826	sc
CHEMISTRY, MEDICINAL	0.0128187199925423	sc
CHEMISTRY, APPLIED	0.0121195170838582	sc
IMMUNOLOGY	0.0116533818114021	sc
MICROBIOLOGY	0.0116533818114021	sc
OTORHINOLARYNGOLOGY	0.0116533818114021	sc
ENGINEERING, CHEMICAL	0.0116533818114021	sc
CELL BIOLOGY	0.00699202908684128	sc
AGRICULTURAL ENGINEERING	0.00699202908684128	sc
DEMOGRAPHY	0.00699202908684128	sc
THERMODYNAMICS	0.00699202908684128	sc
PLANT SCIENCES	0.00699202908684128	sc
ETHNIC STUDIES	0.00699202908684128	sc
INTERNATIONAL RELATIONS	0.00699202908684128	sc
DEVELOPMENT STUDIES	0.00699202908684128	sc
FILM, RADIO, TELEVISION	0.00699202908684128	sc
AGRONOMY	0.00699202908684128	sc
PHYSICS, ATOMIC, MOLECULAR & CHEMICAL	0.00699202908684128	sc
ORTHOPEDICS	0.00699202908684128	sc
OBSTETRICS & GYNECOLOGY	0.00699202908684128	sc
TOXICOLOGY	0.00466135272456085	sc
ETHICS	0.00466135272456085	sc
ENERGY & FUELS	0.00466135272456085	sc
PEDIATRICS	0.00466135272456085	sc
NUCLEAR SCIENCE & TECHNOLOGY	0.00349601454342064	sc
PHYSICS, PARTICLES & FIELDS	0.00349601454342064	sc
PHYSICS, NUCLEAR	0.00349601454342064	sc
