id	title
317368	A Computerized Marijuana Decision Maze: Expert Opinion regarding its Use in Health Education
317368	A corpus-based investigation of techno-optimism and propositional certainty in the National Intelligence Council’s ‘Future Global Trends Reports’ (2010–2035)
317368	A critical analysis of information society conceptualizations from an STS point of view
317368	Adaptation of Journal Article Tag Suite XML for Japanese humanities papers
317368	A data-centred 'virtual laboratory' for the humanities: Designing the Australian Humanities Networked Infrastructure (HuNI) service
317368	A death in the Asia Pacific: three documentaries by Annie Goldson
317368	A Decade in Digital Humanities
317368	A DESIGN RATIONALE BASED ENVIRONMENT FOR COOPERATIVE MAINTENANCE
317368	A digital future for the history of psychology?
317368	Administrative Infrastructure and Social Enquiry: Finding the Facts about Agriculture in Quebec, 1853-4
317368	A DOCUMENTARY REGIME OF VERIFICATION
317368	Advantages and Limitations of the e-Delphi Technique
317368	Advocating for Sustainability: Scaling-Down Library Digital Infrastructure
317368	A Fairy Tale from before Fairy Tales: Egbert of Liège's De puella a lupellis seruata and the Medieval Background of Little Red Riding Hood
317368	'A Few Simple Words' of Interior Monologue in Ulysses: Reconfiguring the Evidence
317368	Affect Is the New Trauma
317368	A Fragmentizing Interface to a Large Corpus of Digitized Text: (Post)humanism and Non-consumptive Reading via Features
317368	Afterword
317368	A geografia de um livro nos caminhos de seu autor
317368	A Great Society
317368	A Guide to Digital Medieval Studies in North America
317368	A Legal Reading of Chaucer'sHous of Fame
317368	Alice Munro and ‘Alternate Realities’
317368	All of the Above: The Importance of Multiple Editions of Renaissance Manuscripts
317368	All the News That's Fit to Digitize
317368	American Literary History and Queer Temporalities
317368	A Minority in Both Centre and Periphery: An Account of the Swedish-Speaking Finns*
317368	A model for a virtualLdoD
317368	Analysis of variation significance in artificial traditions using Stemmaweb
317368	An Analysis of the Performance and Usability of a Software User Coach for Navy Manpower Planning
317368	A New Field: History of Humanities
317368	A NEW SOURCE FOR MORE'S ‘UTOPIA’
317368	An Impediment to Personalized Medicine Commercialization is the Lack of Understanding of the Value of the Testing
317368	An Inquiry into Ulysses: The Corrected Text
317368	An Introduction to Getting Started in the Digital Humanities for Library Professionals
317368	An Introduction to the TEI and the TEI Consortium
317368	Anna Balakian: For the Love of Poetry
317368	Annexing the unread: a close reading of “distant reading”
317368	A Note on the Current State of Humanities Scholarship
317368	Another look at the Dicey-Marshall publications: 1736-1806
317368	A Novel Insight into the Perfect Phylogeny Problem
317368	Anticipated Outcomes from Introduction of 5-HTTLPR Genotyping for Depressed Patients: An Expert Delphi Analysis
317368	’A Nursery of Correct and Useful Institutions’ : On Reading More’s Utopia as Dialogue
317368	A Paragraph Analysis of a Yagua Folktale
317368	A Passage to Forster: Zadie Smith's Attempt to “Only Connect” toHowards End
317368	API-based social media collecting as a form of web archiving
317368	Apocalypse in the stacks? The research library in the age of Google
317368	A Poetics of Difference:The Making of Americansand Unreadable Subjects
317368	Apollinaire's Music
317368	Appropriate Use Case modeling for humanities documents
317368	“A Precise Instrument for Seeing”: Remembrance inBurning Visionand the Activist Classroom
317368	A Preliminary Study of Alcuin's Bible
317368	A procedure for the application of product modelling
317368	A Quantitative Approach to Book-Printing in Sweden and Finland, 1640–1828
317368	A quantitative approach to evaluate Website Archivability using the CLEAR+ method
317368	A Quantitative Study of History in the English Short-Title Catalogue (ESTC), 1470-1800
317368	A Queer Orthodoxy: Monastic Socialism and Celibate Sexuality in Vida Dutton Scudder and Ralph Adams Cram
317368	A rationale for the TEI recommendations for feature-structure markup
317368	A rationale of digital documentary editions
317368	Archiving, editing, and reading on the AustESE Workbench: Assembling and theorizing an ontology-based electronic scholarly edition of Joseph Furphy’sSuch is Life
317368	ARIADNE
317368	Arthur Robert von Hippel
317368	Article: Collating Texts Using Progressive Multiple Alignment
317368	Artistic and Scientific Qualitative Approaches
317368	A stochastic model for the presence/absence of readings in Niðrstigningar Saga
317368	‘As We May Digitize’ — Institutions and Documents Reconfigured
317368	“A Terrible Beauty is Born”: Textual Scholarship in the 1990s
317368	A text processing system for the preparation of critical editions
317368	'A thing not beginning and not ending': using digital tools to distant-read Gertrude Stein's The Making of Americans
317368	A transient presence: black visitors and sojourners in Imperial Germany, 1884–1914
317368	A typed text retrieval query language for XML documents
317368	A Typical Colonization Convention
317368	Author, Editor, Engineer — Code & the Rewriting of Authorship in Scholarly Editing
317368	Authorship Credit and Ethics in Anthropology
317368	A Variationist Approach to Text: What Role-Players Can Teach Us about Form and Meaning
317368	A world of difference: Myths and misconceptions about the TEI
317368	BAD ARGUMENTS AGAINST SEMANTIC PRIMITIVES
317368	Beginning With ‘One More Thing’: Pragmatics and editorial intervention in the work of Raymond Carver
317368	Between Then and Now: Modern Book History
317368	Beyond Centre and Margin : (Self-)translation and the Eco-poetics of Space in Geetanjali Shree’s Mai
317368	Beyond Critical Thinking
317368	Beyond Management Culture: The Experience of English
317368	Beyond the Monograph: Publishing Research for Multimedia and Multiplatform Delivery
317368	Beyond the tree of texts: Building an empirical model of scribal variation through graph analysis of texts and stemmata
317368	<b><i>Digital Humanities in the Library: Challenges and Opportunities for Subject Specialists.</i></b> eds. Arianne Hartsell-Gundy, Laura Braunstein, and Liorah Golomb. Chicago: Association of College and Research Libraries, a division of the American Library Association, 2015. 287p. Paper, $68.00 (ISBN 978-0-8389-8767-4). LC 2015006339.
317368	Biebuyck Brunhilde, Sandra Bornand et Cécile Leguy (dir.), 2008, « Pratiques d’enquêtes », Cahiers de littérature orale, 63-64. Paris, Publications de Langues’O, 474 p.
317368	Big data analytic diabetics using map reduce and classification techniques
317368	Big Data, Big Knowledge: Big Data for Personalized Healthcare
317368	Big data is 'buzzword du jour;' CS academics 'have the best job'
317368	Big data meets big science
317368	Biology tool uncloaks folk-tale evolution
317368	Black modernist feminism and this contemporary moment: Evie Shockley'sthe new black
317368	Blanks: Data, Method, and the British American Print Shop
317368	Book History and ideological hierarchies
317368	Book Review: Muses and Measures: Empirical Research Methods for the Humanities by Willie van Peer, Jèmeljan Hakemulder and Sonia Zyngier, 2007. Cambridge: Cambridge Scholars Publishing, pp. xx + 366. ISBN 1 84718 170 8 (hbk)
317368	Book Reviews
317368	Bound for Australia: Shipboard reading in the nineteenth century
317368	Bovo d'Antonain theGeste Francor(V 13): Unity of Composition and Clan Destiny
317368	Breakdowns in writing intentions when simultaneously deploying SGML-marked texts in hard copy and electronic copy
317368	Breaking in to the mainstream: demonstrating the value of internet (and web) histories
317368	Break-line Extraction and Automatic Generation of 3D CAD Data of Castle Wall from Point Cloud Data Using Surface Flatness
317368	Breve historia de la secretaría de interpretación de lenguas
317368	Bringing arbitrary compute to authoritative data
317368	Building reading resilience: re-thinking reading for the literary studies classroom
317368	Building the universal archive of source code
317368	Buying Time: Howards End and Commodified Nostalgia
317368	Canadian Magazines and Their Spatial Contexts: Digital Possibilities and Practical Realities
317368	Caring for Animals: A Feminist Approach
317368	Carole Gerson et Jacques Michon, dir. Histoire du livre et de l’imprimé au Canada, vol. III, de 1918 à 1980. Montréal, Presses de l’Université de Montréal, 2007. 671 p.
317368	Categorizing ideas about systematics: alternative trees of trees, and related representations
317368	Category of Tense and Verb Semantics in the English Language
317368	Cet hymen differe: The Figuration of Authority in Corneille's Le Cid
317368	Cet hymen différé: The Figuration of Authority in Corneille's Le Cid
317368	Cetology: How science inspired Moby-Dick
317368	Challenging new views on familiar plotlines: A discussion of the use of XML in the development of a scholarly tool for literary pedagogy
317368	Charles Spencer, Third Earl of Sunderland, and Jacobitism
317368	Charting the “Rise of the West”: Manuscripts and Printed Books in Europe, A Long-Term Perspective from the Sixth through Eighteenth Centuries
317368	Chasing foxes in Russian folk tales
317368	Chaucer’s House of Fame
317368	Chaucer's ‘o sentence’ in theHous of Fame
317368	Cladistic Methods in Textual, Linguistic, and Phylogenetic Analysis
317368	Climate terror: a critical geopolitics of climate change
317368	Closeness and distance: Using close reading as a method of educational enquiry in English studies
317368	Close Reading: A Preface
317368	Co-authorship trends in English literary studies, 1995–2015
317368	Code, scholarship, and criticism: When is code scholarship and when is it not?
317368	Cold War Legacies in Digital Editing
317368	Collaboration, the Economy, and the Future of the Humanities
317368	Collect, Preserve, Access: Applying the Governing Principles of the National Archives UK Government Web Archive to Social Media Content
317368	Colloquium: Digital technologies
317368	Colonial Discourse/Postcolonial Theory
317368	Colonialism's goblins: Language, gender, and the Southeast Asian novel in English at a time of nationalism
317368	Come See About Me: Enchantment of the Double inThe Picture of Dorian Gray
317368	Comment from the Field
317368	Comment: Interjections and Expressivity
317368	Comparative literature in question
317368	Comparing Comparisons: Political Implications of Different Notions of Difference
317368	Comparing nearly identical treaty texts: a note on the Treaty of Fort Laramie with Sioux, etc., 1851 and Levenshtein's edit distance metric
317368	Computational folkloristics
317368	Computational Methods for Coptic: Developing and Using Part-of-Speech Tagging for Digital Scholarship in the Humanities
317368	Computational Methods for Uncovering Reprinted Texts in Antebellum Newspapers
317368	Computational tools for the syntactic analysis of corpora
317368	Computer-Assisted Reading: Reconceiving Text Analysis
317368	Computer-assisted stemmatology in studying Paulus Juusten's 16th-century chronicleCatalogus et ordinaria successio Episcoporum Finlandensium
317368	Computers in the Humanities: Methods and Applications in the Study of English Literature
317368	Computer-supported collation of modern manuscripts: CollateX and the Beckett Digital Manuscript Project
317368	Computing: What's American Literary Study Got to Do with IT?
317368	Concurrent document hierarchies in MECS and SGML
317368	Confronting the Conjecture of Cultural Incommensurability in Comparative Law
317368	CONNECTION: ALICE MUNRO AND ONTARIO
317368	Considerations theoriques sur la tradition manuscrite du Lai de L'ombre
317368	Constitutive Interference: Spam and Online Communities
317368	Constructing of network from topics and their temporal change in the Nikkei newspaper articles
317368	Consumers, creators or commentators?
317368	Content, digitisation and intellectual property rights: an institutional perspective
317368	Converting Saint Paul: A new TEI P5 edition of The Conversion of Saint Paul using stand-off methodology
317368	Copyright issues in internet music
317368	Correspondence
